Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,TMP
SRR18750621,AMPLICON,500,17147392,PRJNA826738,SAMN27579818,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9317203,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850493,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD128-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD128-2,SRP370205,234
SRR18750622,AMPLICON,500,19413903,PRJNA826738,SAMN27579817,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10696911,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850492,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD126-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD126-2,SRP370205,233
SRR18750623,AMPLICON,500,18816600,PRJNA826738,SAMN27579816,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10367046,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850599,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD125-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD125-2,SRP370205,232
SRR18750624,AMPLICON,500,17303113,PRJNA826738,SAMN27579751,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9332762,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850490,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD52-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD52-2,SRP370205,167
SRR18750625,AMPLICON,500,19364227,PRJNA826738,SAMN27579750,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10597021,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850489,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD51-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD51-2,SRP370205,166
SRR18750626,AMPLICON,500,17532301,PRJNA826738,SAMN27579749,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9584545,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850488,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD50-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD50-2,SRP370205,165
SRR18750627,AMPLICON,500,19198039,PRJNA826738,SAMN27579748,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10709563,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850487,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD49-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD49-2,SRP370205,164
SRR18750628,AMPLICON,500,18575310,PRJNA826738,SAMN27579747,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10350250,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850486,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD48-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD48-2,SRP370205,163
SRR18750629,AMPLICON,500,15052317,PRJNA826738,SAMN27579746,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8134298,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850485,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD47-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD47-2,SRP370205,162
SRR18750630,AMPLICON,500,19177604,PRJNA826738,SAMN27579745,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10381354,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850484,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD46-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD46-2,SRP370205,161
SRR18750631,AMPLICON,499,16836709,PRJNA826738,SAMN27579601,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9320165,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850483,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD19-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD19-1,SRP370205,17
SRR18750632,AMPLICON,500,17854353,PRJNA826738,SAMN27579744,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9748810,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850482,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD45-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD45-2,SRP370205,160
SRR18750633,AMPLICON,500,17620353,PRJNA826738,SAMN27579743,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9623486,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850481,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD44-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD44-2,SRP370205,159
SRR18750634,AMPLICON,500,17773784,PRJNA826738,SAMN27579742,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9696936,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850480,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD43-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD43-2,SRP370205,158
SRR18750635,AMPLICON,500,16919502,PRJNA826738,SAMN27579741,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9260478,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850479,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD42-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD42-2,SRP370205,157
SRR18750636,AMPLICON,500,17205320,PRJNA826738,SAMN27579740,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9335434,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850478,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD41-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD41-2,SRP370205,156
SRR18750637,AMPLICON,500,18759717,PRJNA826738,SAMN27579739,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10296657,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850477,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD40-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD40-2,SRP370205,155
SRR18750638,AMPLICON,500,15122151,PRJNA826738,SAMN27579738,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8242589,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850476,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD39-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD39-2,SRP370205,154
SRR18750639,AMPLICON,501,17242825,PRJNA826738,SAMN27579737,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9560395,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850475,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD38-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD38-2,SRP370205,153
SRR18750640,AMPLICON,500,19351652,PRJNA826738,SAMN27579736,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10817031,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850474,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD37-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD37-2,SRP370205,152
SRR18750641,AMPLICON,500,16795530,PRJNA826738,SAMN27579735,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9240568,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850473,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD36-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD36-2,SRP370205,151
SRR18750642,AMPLICON,499,18224498,PRJNA826738,SAMN27579600,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9776823,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850472,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD18-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD18-1,SRP370205,16
SRR18750643,AMPLICON,500,17890305,PRJNA826738,SAMN27579734,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9548240,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850471,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD35-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD35-2,SRP370205,150
SRR18750644,AMPLICON,500,17599178,PRJNA826738,SAMN27579733,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9417669,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850470,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD34-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD34-2,SRP370205,149
SRR18750645,AMPLICON,500,18438333,PRJNA826738,SAMN27579732,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10011369,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850469,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD33-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD33-2,SRP370205,148
SRR18750646,AMPLICON,500,19055553,PRJNA826738,SAMN27579731,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10373222,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850468,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD32-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD32-2,SRP370205,147
SRR18750647,AMPLICON,500,16896245,PRJNA826738,SAMN27579730,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9120752,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850467,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD31-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD31-2,SRP370205,146
SRR18750648,AMPLICON,500,18357495,PRJNA826738,SAMN27579729,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",9849891,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850466,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD30-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD30-2,SRP370205,145
SRR18750649,AMPLICON,500,17976597,PRJNA826738,SAMN27579728,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9743370,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850465,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD28-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD28-2,SRP370205,144
SRR18750650,AMPLICON,500,16076093,PRJNA826738,SAMN27579727,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8724032,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850464,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD27-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD27-2,SRP370205,143
SRR18750651,AMPLICON,500,16593929,PRJNA826738,SAMN27579726,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8990311,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850463,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD26-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD26-2,SRP370205,142
SRR18750652,AMPLICON,500,18842979,PRJNA826738,SAMN27579725,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10161440,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850462,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD25-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD25-2,SRP370205,141
SRR18750653,AMPLICON,500,16649523,PRJNA826738,SAMN27579599,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9197800,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850461,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD17-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD17-1,SRP370205,15
SRR18750654,AMPLICON,500,16164718,PRJNA826738,SAMN27579724,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8847910,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850460,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD24-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD24-2,SRP370205,140
SRR18750655,AMPLICON,500,16538416,PRJNA826738,SAMN27579723,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9174604,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850459,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD23-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD23-2,SRP370205,139
SRR18750656,AMPLICON,500,17045755,PRJNA826738,SAMN27579722,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9254401,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850458,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD22-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD22-2,SRP370205,138
SRR18750657,AMPLICON,499,17393778,PRJNA826738,SAMN27579721,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9352199,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850457,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD21-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD21-2,SRP370205,137
SRR18750658,AMPLICON,500,18810674,PRJNA826738,SAMN27579720,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10345392,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850456,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD20-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD20-2,SRP370205,136
SRR18750659,AMPLICON,499,18100780,PRJNA826738,SAMN27579684,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9864028,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850455,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD109-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD109-1,SRP370205,100
SRR18750660,AMPLICON,500,16230164,PRJNA826738,SAMN27579719,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8882756,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850440,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD19-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD19-2,SRP370205,135
SRR18750661,AMPLICON,500,18200448,PRJNA826738,SAMN27579683,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9933010,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850454,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD107-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD107-1,SRP370205,99
SRR18750662,AMPLICON,499,18341459,PRJNA826738,SAMN27579682,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10133098,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850453,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD106-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD106-1,SRP370205,98
SRR18750663,AMPLICON,500,19353817,PRJNA826738,SAMN27579681,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10706390,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850452,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD105-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD105-1,SRP370205,97
SRR18750664,AMPLICON,499,17800653,PRJNA826738,SAMN27579680,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9686715,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850451,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD104-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD104-1,SRP370205,96
SRR18750665,AMPLICON,499,16611008,PRJNA826738,SAMN27579679,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9111602,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850450,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD103-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD103-1,SRP370205,95
SRR18750666,AMPLICON,501,19074020,PRJNA826738,SAMN27579678,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10664063,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850449,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD102-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD102-1,SRP370205,94
SRR18750667,AMPLICON,501,18123616,PRJNA826738,SAMN27579677,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10155296,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850448,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD100-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD100-1,SRP370205,93
